100.0,52.830221926958984,1.0035321547007207e-10
91.08618765135402,1.9020188850164792,2.362904983918805e-10
100,-70.79192945777316,4.077727499954059e-09
100.0,-27.350351085902997,3.49145276209154e-10
38.93451476832712,20.458029493756065,4.551257184720909e-09
96.783261761644,10.86086392528501,1.761624771429523e-08
100.0,-27.349763642527726,2.0809402061555926e-11
100.0,-99.92074747100811,3.3852952249881385e-07
100.0,90.82362689881606,1.1883720203039762e-10
95.68441231726067,30.841852197748583,1.510312079760614e-08
