97.55551086460603,43.49659799936367,1.0479675678347225e-08
70.78501576915765,100.0,5.897129214038743e-07
20.75503120301986,-7.252154460226315,1.5385339257951368e-05
100,10.31342169968014,2.3906459539685464e-09
100.0,86.09845935549556,1.0253152942417529e-06
100.0,10.31100602565786,5.097959575569269e-09
97.79558542128228,-88.59218882871966,8.644080584606806e-07
100.0,95.43956837310955,1.4228693806251e-07
100.0,10.368858697083642,2.199764331838091e-07
100.0,10.329171590883998,9.597763192325554e-09
